Priority,What looks wrong,Detail,Date,Accident Type,City / Place,Killed,Injured,Headline,Link
LOW,in 'others' with no sector identified,,2026-08-09,others,Not identified,3,1,"Accident: Kwandis returning from Gangotri to Punjab overrun, 3 dead, 1 seriously injured - humdekhenge.in",https://news.google.com/rss/articles/CBMiwAFBVV95cUxNZWJWUkp1THVIcW53U0V5Qk1nek9DSFdhRE9nbHUtYmdMUVY1d0JfWGYzT0dLcXBYbjBlRjl1aVB5empHejV2WlVaLWFjR19TcFkwclY2OTZLdWludHNQWC1DMkVueC1HajFobGJzVUVFMXQ0bHF2MGFCeEpNSDA2YkRPemhIR1lkQjZpazZkMHVWTWRhblpvUTZ1Nkp5d0ZfcGNmeFZmMlNlNkR4U1ZFQ0NCUWhzTVdWR3ZyQjEzMF8?oc=5
LOW,in 'others' with no sector identified,,2026-08-10,others,Bhiwandi,10,,Bhiwandi building accident: Wrong category and illegal repairs... Layers of negligence exposed after 10 deaths - AajTak,https://news.google.com/rss/articles/CBMi4AFBVV95cUxOa1J0aGhCU2ZxWXZMWWVhNHdrNUJLTV9MSERuZmJOM2pLZktqckRkZWYzLW9WdlVmZ0lRZHFrOHZCVXgwSnp2dkREZ0U1TkFCRVpNVk9NWEoteFF5YjlyRG9fdVlDaGZNMm93cVBzUHVvLXVYVzR3LW95SFBZUVZ0bTVhX2d1MkNLMXpfcFNBZ0ZjN3FSaF82T2YyTi02TmVIVjJhQWJZRk5IdUFIVk50dlRwT3Z5b254MWI0cGdrTWUzRnhrT3RxRU03NFNXbFpLTGRFejJodUJ0eHN1SjJsWNIB5gFBVV95cUxPZGlELXNLWjlFM0FaazhXSUVEU0d4Zmxfc0xneGU2dkdzNHBOQkpnQU9EYnA4Si1EbGwtMzdCNmwxTWdMMzdIZFZka2lraDV3Tmg2QlRWRTV0Q0c5dDVfcEJSV2M0c2RzZC0zeEVOTC16QnJaTkxrRVNDLS1Eb21NczdkV0lBdFNidGZrOUdWSUplQ3ZVUFdyOThhUV9memd4MnA3MDdXM0lISlNqZkR3a2stb0xlMVFVcGZzVzlnN1h5YXBUeTdRLWhTZ3lxTG45WVlCVlZyTEFPMThWcjBCVDFwdVloZw?oc=5
LOW,in 'others' with no sector identified,,2026-08-10,others,Anantapur,,,Anantapur: Fatal accident in Anantapur district - Eenadu,https://news.google.com/rss/articles/CBMiuwFBVV95cUxNQTNJZlAtNmZYN0l6ZzlVOU5WaTlLNDhrQVdIdDRPcUJRUENqVXA0MzBFRER5bGtPRWIwMGJmS2hGYlZIUDQ5RDNjZk1KUkw2NDNmbHNISkxIbDRzRlZhNU1hRktiNHFOdXNrdExBNmoxMmJINF9DeVYxZDI1OUxVWDVPa3VOQy1lcmNTTklvS05QcVU4YTlhSzRGRXQ1WEdCMmRaVE0zNG9VUWotRDJUZEtVb213STg4ZDRr0gG7AUFVX3lxTE1BM0lmUC02Zlg3SXpnOVU5TlZpOUs0OGtBV0h0NE9xQlFQQ2pVcDQzMEVERHlsa09FYjAwYmZLaEZiVkhQNDlEM2NmTUpSTDY0M2Zsc0hKTEhsNHNGVmE1TWFGS2I0cU51c2t0TEE2ajEyYkg0X0N5VjFkMjU5TFVYNU9rdU5DLWVyY1NOSW9LTlBxVThhOWFLNEZFdDVYR0IyZFpUTTM0b1VRai1EMlRkS1VvbXdJODhkNGs?oc=5
LOW,in 'others' with no sector identified,,2026-08-11,others,Not identified,,,Jeedimetla | Fatal accident at Jeedimetla RTC depot.. - aadabhyderabad.in,https://news.google.com/rss/articles/CBMibEFVX3lxTFBPMm5aMldfaXhKVGVEaS1hd2hOcHNCbjRIbTQ1RXNNc3Naa0g0ZjN4SnFXYU1GcXJKcEpIaVpwVm5jZDZsMEwzYmtzdHVqbmZneEY3NkpyVnZibU1UNTdlWFVVc2NaVVAxN1Judw?oc=5
LOW,in 'others' with no sector identified,,2026-08-12,others,Not identified,,,The accident happened to the family returning from the Gurdwara Sahib! Mother-Daughter - ABP Sanjha,https://news.google.com/rss/articles/CBMi4AFBVV95cUxPR1RnVnJhNFdKX0poZXpsYlRQWDgzZFdIaUNWOVVHaHZSdDR4akZia1V0cWlOR3lfcW1ldUFQbW05SlRXUG01NWdqdVluZXJ0U3RwZjVYRnBGbzhXaDVrTzBJRGdqeDl1ZzdwcGJrYk51eEJ5T1AwLS1ieVVlNWRJaEdfRWZWU284NC0zNUk3YzZMc0poLVFrTUJqdU9UWVkyeVI5cmZZbmtNajM3cG1uYWdVOHJ4VG1fV3cxTU95Smp2MGh4OHFvekJ3REVqNWowNkgtNWRpRUZHTlpFcmRYV9IB5gFBVV95cUxNckNnWFBtTXhINl9OR2tzQ1NxVVE2QnlsR2xrdUk4ZVBKZjNLcTI0ZGRTLXFsYTVIUzZUaEJKaHl2c0MycUxCb2I1UDVSSXVodDVKaFE3Z0lqOGdUOXo4U25wR09UamdjZG1NU2R4NC1haWc3SWhKM1hBYlpyXzJMRmxDUURKNnI2MGRDMFZKNE9vX25pR2ZlSDJRb1pVOUliMG9lXzJ3My1ZVGQ0MnpYdjlFMktqUjg2SmNnbW1FcWxHSGRQaDVPSWlwX1B2NzFnVXl5R0syTS0wNC1YaGswU0FvUThTdw?oc=5
LOW,in 'others' with no sector identified,,2026-08-14,others,Not identified,,,AP Sampark Kranti Express | AP Sampark is a missed opportunity for Kantri Express - Namasthe Telangana,https://news.google.com/rss/articles/CBMiowFBVV95cUxPTTlubkRpNjUyRkFpNU5fc0RQdW16cXFRbWxHTXdqSnQyMjlaOUlnM2xaNnZYaXExSVBIWHVSeDZOQ2VUblMxOFh2cVFiU3ZNaV9oU3JXamNQUTF5Nm1zUkN3cW0xeS1oR0JoM3IzeXBocWFqa2ZBd3Q5WGdkcW04ZFQ0NjRUbEdYdnJ1azFzd3FCMy1hb2ZMSXhPaXpHa0tzNEtn?oc=5
LOW,in 'others' with no sector identified,,2026-08-14,others,Not identified,,,A near miss for the Samparkranti Express - Sakshi,https://news.google.com/rss/articles/CBMiqgFBVV95cUxNVXpjX00xc24wTk1WWjZxY0czcTZMcXV6ZTdFMk03aTh5NVRHZ2RETGg3TW56TF9lYlR3UHRsYURyMjBIV3Q1QTd3a2RkQkVnVF9FSFpBS0N2dGw0cTNVcV9wcFo2RU90NjdtU0xUczhmYkhXV1pldlJQSTgzZ2F1SC0zTzV1Tm42OFJVZUhJYkF2V0cxeWpWWG0zeXZneVY5Y0czM1lzWFB3Zw?oc=5
LOW,in 'others' with no sector identified,,2026-08-14,others,Not identified,1,3,"Dad left when I was young, mother taught me to iron and fate killed me; Injured student dies in Renavi ghat accident - Pudhari",https://news.google.com/rss/articles/CBMizgFBVV95cUxPMXB4a05hT3NHT0ZtRFBMUUVpeHFNR2lrM3dPbWhVcVRzUWhPRU9oYmU0UWFtNGQzOGRkZFNZc2FoeU1zSXl2NGx6ZE5feFU0ZnluQkJTNVJjRjd2Mm9LUWRlMjlVNHNkd3R4V2V3NXk2LVE2ZzdSUUJoS0hIUmpnMG9HNEYwTU9kY3dUT0haLW1hZmdnZlZxdmRHSVpQMFBSeFU1Wk1VQ3pEY2ZnN2h2TzZxU00tZDlKTnhldVA4c2xrdG5Hc3p5bVRpY0ZCZ9IB2wFBVV95cUxQX2IxektHamdSTzRsNkM3eDVFTGs0b0JHRmdteVNxQ3U3SHBxWkNfM2dEMVRfc3U3Q0dJZ3JpOW9IaHdFQmpuZWxSUGNvUWpKUGdvQXpsOHd5VHdqR2JMQ3NyWVk2d2U2dVAtZDFzVnROanFpa0lfczZlcjdtaHkzUXphbW8xRV93UnJNbjZWMVE4MDFvWG96TUdCbnVsdVQ1M01XWDQwOTRmRUtOZEFjUWhZVmRENDhzX01qaVRHUUNQUkczQmFsREZLeXhpQzNkbHNqLVZhMG9FdHM?oc=5
LOW,in 'others' with no sector identified,,2026-08-14,others,Not identified,7,,"7 dead in north India tunnel accident, rescue efforts continue - Anadolu Ajansı",https://news.google.com/rss/articles/CBMiqwFBVV95cUxPMW5WcmZZMWpHSHpVTV9zZFYxRWVsUmQtbW5iSEtoNW1tVENNWHlkUGZlMHNKU3Z0MmVhVnU3UDc2cDB1RWhWYnJ4RHJsY2ZPTVJjVU84T0Y0dURDMmhoLUhKbGpHZGQ1STZXMGdiR3RFYXluZ2hmVGhkUDFJa0pwMWUyZTRZNlZUclJOaTNYRnpNSzR4NEF3TnoxR3NRWjNyMHhLUmJzV2JxODg?oc=5
LOW,in 'others' with no sector identified,,2026-08-14,others,Not identified,7,,Seven workers killed in India tunnel accident - Arab News PK,https://news.google.com/rss/articles/CBMiVEFVX3lxTE9TV2JvU1dHU2ZVakI3T1oybVBoVnh3MUlsUFNhdWc3SmFxVXY5SHJpODQzS3VkTDU3MG14NEVIMlUtMWlCOC12WS0zbDhENjZLYThrOQ?oc=5
LOW,in 'others' with no sector identified,,2026-08-14,others,Jaunpur,,,Jaunpur News: Accountant-Revenue Inspector will be responsible if an accident occurs due to blow machine - Amar Ujala,https://news.google.com/rss/articles/CBMirwJBVV95cUxOcDhVTUFkOFo1aG5RbUU3S0FLTm1HX0FQblZKN2RURGowVkh0NWxyT1ZPd2YxdEgyRVIxS2xjMnl5NWI5cVYyMWZvdlk2cnZ1OWdHN0cyeUdNOU5MX0VvZUFVSlhud0x3ZTJJdEtIN3VyWmxCVnU3S29qaDczSEMzY0R2LUs1NFlldjIwR3NBdnVvZFFYMGJiT04xQTdXbk44YjNxNzNZdnMxMEdiZEZObXFQNEZSN2RkQVNHa3FMMnRic1RBclRENmhwcF8zVkhQRGkyOXBYNGs2dndxTWtRUE5SaHZiZ0JwVVJfU0JCWGRXcjU1eXFNQzBHUmpIdlp6a09tcEphSGluVG5KYjNFN2lxSDFORUJYTGROcmRvcWVQLUZxLWczSkY5QVFtc1XSAbQCQVVfeXFMUE4zOEhyV0J4Y1JXdWlTX2VRa3lhbS14Q3BuY2N3T3N4aG4zOTRId3FyQWVEbk8tRFNKUGl0VlU4NHVtRVRoWDhQMU1ZRFhwSVlXRlJVbkM3QUFZRGE3NUp0YlF2VndNZUZ5LWpaeExaUTl0Um5fRzE3ZXRORENlZDRZRFZuMEhYWUg0M3hhVkRrYldrUGhkSVZFdkVEZktfUGp6SVN2R09zTlozU1Z4RWtST2gtYzFuY191SUZEcnlRb3FHSE9NMVhXem5CVHItMVN5QUxoV0hETWUyX1FiYXJvOVBCeHJkVDk1YjhxbWRUWkFQclExUC05ZDBzWXpxZWMtRERlSm9FU0FPVmlXZk40TjltZk1tRXR2bWpBOTJTeElta3JqYWI5N2FpTTY0TzZuaHU?oc=5
LOW,in 'others' with no sector identified,,2026-08-15,others,Not identified,9,,"Renavi Ghat ST Accident : A terrible accident of two STs in Renavi Ghat near Vitya; 9 people fight to death in intensive care unit, 17-year-old Sakshi dies during treatment - Esakal",https://news.google.com/rss/articles/CBMi5AFBVV95cUxPd2hYTXltUk50ZUtNZEh0eWEtYzFJT2FPbDZ0VGlKUEg5V1Q3TnhvSWRUek14akU1aFJVRXE3blNFZmVvSnBOS1l2VTBfS0FobUV3cm1MWm5Sa1lyaUllc1lmY0dBTHRydlZ3WGUzcjE5Wm1PSjJPcmFxVV9HRjh0OGs1dEgxa25NcjYxUFhKMTU4UDNXZzVmOUZKUDROOV9vQmVQcEduM1JqMXkzYmFhbFJDckRzM29fWTdFbnpEZ0o0MGlaQ1JFbkNCZ1RoVXdLaTNUY01HWUlBc0RYZUZpT01qUHQ?oc=5
LOW,in 'others' with no sector identified,,2026-08-17,others,Palghar,,3,Palghar Blast Tarapur: Terrible accident in Tarapur MIDC! 3 consecutive blasts in 'Viraj Profile'; 3 workers injured - Prahaar.in,https://news.google.com/rss/articles/CBMi_gFBVV95cUxPSnVWSmJGaUJUU0xpRjR0ajBQTzhWeUdQYUMxUzlRVzNTWllabUZwS3E3WDRCR2hSUmo1SHh0dnQ4emFRRF84eVQ3dTZDUGlUNFlmV1BLTU81dGcxZVVsYkY0Rml1MG5waXBhNFZVVUwtaTJEcDZjQW4tM0FNejExTHRfT0h6eDFERVpmbEFKRnhLSnV4ajhrZV8zSVRISnZPTkozc1hZc2ZrZkEwY2JxMVlaODBjWGlFS1d3eFZFMTZ1TFI1elNXNkt1b1dNR2pwdjU2R3dSci1NV3EyM2pSTFhIZEFfT0hnS2NqU3AtNDFVU191T0NfQV9Ld2ljdw?oc=5
LOW,in 'others' with no sector identified,,2026-08-18,others,Not identified,8,,8 laborers died in a terrible accident - tv9telugu.com,https://news.google.com/rss/articles/CBMi7AFBVV95cUxPLW1Yc2RpY205NnJiVnBXSjZVTUc4SHdxVGFGY1k2SHRfTjhxMC1HWllPVzhzaWIwcVBFdHlUY2pnSXhOSGpaRjJZd0ZxOHVMUlpyU196cWVfbUNCSFdncVE4T0FuQlpUVkRrYk80NUpZbFR3cHRKM2NCcXRGdjF0LXFyRHg0YlkxbUUxTWZhdG1ZSnNGNFZFOERuVWJxQ2pWZTBVa240X3lhaUt5bmNCcU5YNUNWRHN1aWJKQzhaQlFMU0pNUzQ3UjlxOHVvZlh3RnlQaTdCZ3U3WVczbHJLYWY3Z0FMNEYxRnl1WdIB7AFBVV95cUxPLW1Yc2RpY205NnJiVnBXSjZVTUc4SHdxVGFGY1k2SHRfTjhxMC1HWllPVzhzaWIwcVBFdHlUY2pnSXhOSGpaRjJZd0ZxOHVMUlpyU196cWVfbUNCSFdncVE4T0FuQlpUVkRrYk80NUpZbFR3cHRKM2NCcXRGdjF0LXFyRHg0YlkxbUUxTWZhdG1ZSnNGNFZFOERuVWJxQ2pWZTBVa240X3lhaUt5bmNCcU5YNUNWRHN1aWJKQzhaQlFMU0pNUzQ3UjlxOHVvZlh3RnlQaTdCZ3U3WVczbHJLYWY3Z0FMNEYxRnl1WQ?oc=5
LOW,in 'others' with no sector identified,,2026-08-18,others,Patna,1,1,"Patna: Youth dies, wife and daughter injured, painful accident - Prabhat Khabar",https://news.google.com/rss/articles/CBMitAFBVV95cUxPNFUxNEpVS2tRX000Vjhma1VYV2t3dDRGWUZIY1JzNUl6clgzbVJPb1ZEa1VuLTRpQm9Bd1dOdnBsM1FqaTZ2WTIxR2s3XzZJQzhIS0RqQjhjWXY2cFozbzJ3M2Rjd3R6OS12aGw2M2tzZDF5RjlFd3AtX2hMQWFGOW1oMjVwZ2Q4VGttTGRjXzEyUWhUV2dNUnZlNG1KNGUwS25mU0ZXSVRfOFFmTDUyTlpfWkHSAboBQVVfeXFMT3RQVFR3RUVYZkpGOTVTTURsdnhlZlFHakdfTS1zMHZ2aVpEakhydXJCYnRVblhXazV2SnNNSVhoWFR5bk1mNDhFZ0tiaVItLWtpSERfQjh0Nkp4UVVONG1TNUtWTVY2SWs5RURaQm1nSEZpaHEwR2ZRX08xV08tdXNJSXRKR003eVJjZjZrQm91ajFwd3E5eFJPQUtVUmRVbkpWRXJIaXF6dzFKMHQ3dlU5cHpmcHVJLUZ3?oc=5
LOW,in 'others' with no sector identified,,2026-08-20,others,Not identified,4,7,"4 killed, 7 injured in accident inside Hanogi tunnel in Himachal - The Times of India",https://news.google.com/rss/articles/CBMi0wFBVV95cUxOeHlBX0NJREZBTGhVWWpPd1gzbXhlc2ZZLTJuM0NKYUhuSHJjaHBWZjFqQ2IxTW4wRHVrd2s2WHNmUVNZR0dFVkNjeHE2a254eXRkUVo2WGhSbEpwWHlRTkpIaGVYcWJ6M05kS00xQjN3dVVLMXp0dHM5Z2tNNDlKaEZTTlhBMXlDRmFfOU5OY0JHUG1Gd2lsM3BBUV85bzFKN3NBQ1pvLWNCSkRGMWZkZTF6QnJ5N1ZuTUhMdTl4VmQ3dHV5MDdMWUdwOXlLM0FrUFpJ0gHYAUFVX3lxTE10czlvbmNVbExPMWxnMF9CQnNpMzlEd3VMZG9EQThjM1dQZk5uVllURmpFTmkyMXJxTkIySVRva3B2RWVNNUlWcVhZcjFWczQ1MDVMT0plQkNmQWFzQ0dzUnhndkdyb080MTJPUW9kb1A3cVZ2TmtlNkdBcFhsVFZfdU5mdzdiVUhmQWxKQkpuVlNjMW1vV0FWM05BR3BhWW5qeHZuc1pKNS1JZGhOQWpucWxwbmVGRnRiRlIwME5tVkZkZ0tBM3pqcjBUaWx0QnpUcHJjak5ZTw?oc=5
LOW,in 'others' with no sector identified,,2026-08-21,others,Not identified,,,"'Didn't flee, rushed her to hospital': Rajya Sabha member's son makes 1st statement on Aston Martin crash - The Times of India",https://news.google.com/rss/articles/CBMioAJBVV95cUxQeUtmb01EZ01wQ1NmSjBSbkFLak10cHV2YnBGMWNmQmxnVDBFRVRaNnlPMjdoX2lzdGI4bzBUWl9NU2pCWkN4dzJmWThNSXlCVTRIWUk3azBxck5FRHF3REZvdjZRcVVVdDEyajRobFk1ckhWTV93ZXprWTlmTDhLYVZkaUFTUEhVQ1RfeTdWYjI4ZU9vMzVPRkxoRnRuMGZ1LWlqMEtnSnZlUWJxRFE1Wjc4cmpzdVVTbm5RTEk3RHZaLVpaX0piS256ZGtyc2JfU3pKZnlBLUNHeXJ1T24xcHpwV1RtOEo5OFlaZFZKbzMtV3N6SkZ5Yy1HdGxvczludm1PUDZHUGc1X19vT2RHY2dPdmRwR1lwN1FERGxSQy3SAaYCQVVfeXFMTTJ2VnVBeGhWZ21hVmVHNXBPd2MtNFZ1N281MVphYko0UlZVbjM2VnZiOWlhZmFNa2pIcUU5X1UwUDVoUHNTbWFyOFdlQlNXLXhBSWU3MVZITV9naGltMmlySjZqcGFTMnZuY2pOXy1fS2QtdGxJUVBSejVhSWc2M05DdklXSXVNV2QwVklJUU9DNnpfaWppazF0aVhPVkhBdDFnVzRhLWhzM0gtM1pmalZIS0RxRGEwMDljd09sRnhoTGhYYU4wc0FESi1Cdy1iSi1URno0aXJKR0JUQXVsUF9DSlVKbWg0Ui1yajVLSDktTFotaUZSWlZMdXRvN1RaVGN1X2RxTXJRVk10MVZJZTdRTk9vQUNleVhQUk1Lcl9Ya0xDQm5B?oc=5
LOW,in 'others' with no sector identified,,2026-08-21,others,Phillaur,3,,3 of family killed in Phillaur accident - The Tribune,https://news.google.com/rss/articles/CBMijAFBVV95cUxPeWVHeENaTXZTNmhYVkY3c0tPWkk1M3lQUHpySUNDSnVJWW1CaGVOTVI1TGRQLXpfdEEzRGczbzYySjU5TGFhZURzeFhrdENjRkh4YjVpVmVyZ05Ra1BzLVhxM0t1Z2FmUkI1RDZ5UkdDZ0pCb004RTE0SVhCSFEyUlZPOU9PZjNXdzEzatIBkAFBVV95cUxNVjVJOEUtN2lIQUNiTlRnODJFeVVfWDdmZmZ2OF93WkxOWWpTVkF5VkxUdFo4WGgtQXl2TnFlM3VGc2sxRkFpVkRYa3JLNHcyWmYwbG8zOTBGWXR5d1VMUjZzTUU3SnJIZFlMVmxYcC1tOTBWaHpKQUZadHVMZk16TW51NHVUX2dIOU9vb3ZwYUI?oc=5
LOW,in 'others' with no sector identified,,2026-08-21,others,Hyderabad,,,"""He Took Woman To Hospital"": MP On Son Involved In Aston Martin Crash In Hyderabad - NDTV",https://news.google.com/rss/articles/CBMi6gFBVV95cUxQb0MtSUNlWG5WNU11RnFCS0l1Y0F5MWhQelR6YmlTRHpwSW9XUHlTT1VTb2p5R3Y3WTZaNjJfYlAwNEZYd21JTERQWUdhQmtoY2lKeDNHSXJQTlFhdUY1WklPN01jVGN1Zy0xTklDU05Yek9aMU92QXItRENhT1Y1SnR3RG5RaUM1VmlPOGRjbE9UUk1Fd3lxbUVFRk5ybm1MNDQ1YmV1LXprWGtDa21LN2FTOUxxb2c3bElYbXVkU2dRZWVSVVdkUjhxZTZIa1Q1NzJyMjVaaXpTWGFiZzhzV3JVZlFtWlZzRXfSAfIBQVVfeXFMUExYa1JSdUNBcXkwN2RyRTBIWFk2UHJIUlEzT1diVGxGTUVmLU5qbU1oUHRuZnVPNVp5a25SV2dhQWRhSHgycm9vdkdWTHdvNWxmOVQyNG5SU1o2bm9ZVjAzTzM3bHpvLUtxMDh5R1dSUjYtalhpMWRCaFNrWVdPSmFvT1JoenlQRkZPNXlZRS11WW5yRWR1blhnZjZqRldSOFNaajJtUEdHeWRwTXFrQmMzbXRxbnZ1eEhJaC1MckNfeEtCMGhJUHBSbUdrT1VRVGpBN3l2MEtwQmJHSExXMkJZNWVrU0pFdG9XUXM5dHJ0V0E?oc=5
LOW,in 'others' with no sector identified,,2026-08-22,others,Hyderabad,2,9,Two workers killed in pharma unit blast near Hyderabad,https://www.thehindu.com/news/cities/Hyderabad/workers-killed-in-pharma-unit-blast-near-hyderabad/article71376487.ece
LOW,in 'others' with no sector identified,,2026-08-22,others,Mandi,4,,"Tragic accident in Mandi, four year old child died due to drowning in water tank in the courtyard of the house - Jagran",https://news.google.com/rss/articles/CBMirAFBVV95cUxPQkU5NXhuZ3V1aWF4SGZ1amxYSlZicTdPMWZfRzg4MDJhMDZtZjdNOGJTMEdOdFhEOTFxLUJsMExfRC1TY2RIYl9lZFlkRk1ZLTE0aExiNE1RSFdXV3VuZXJYSkJUNElSYjY5QmxkVFljS2hoamZ1SV9zRG1DLTk4YzJzOFFVR21WVzB5Z1BRZ19YaXU4dmNuT0UwWDFoUGsyMHpsekZvTnN4SVph?oc=5
LOW,in 'others' with no sector identified,,2026-08-23,others,Hyderabad,,,"Case filed against event organisers, university management after sound box collapse injures five during pre-release event of Yash’s movie in Hyderabad",https://www.thehindu.com/news/national/telangana/engineering-student-fractures-leg-as-stage-equipment-collapses-at-yashs-toxic-event/article71380484.ece
LOW,in 'others' with no sector identified,,2026-08-23,others,Not identified,,,Red T-shirt hope! Kanchenjunga Express saved from accident by the wisdom of 'Dasyi' boy - Sangbad Pratidin,https://news.google.com/rss/articles/CBMiyAFBVV95cUxNZnhCZGpTNUJGRUM5UlZhRDNSRk1QYy05ODVINmgxU2Voa2ZFM0FiUm91Q3NtdmZuUFFXR3dGSTUyREQ5ZkVkcmF6TmhteFAybXp6WGktNHNVVnZFV2p4ZDY3TXVZVHVPMFZWM3FiZ09hRktnQ2pJZWtmWDE1TDBCREw1WjJKdVkydUtyTkpyWklDOWRIUzJQRHZBVVBTQWNqZFJWNGJUYktaUTdEUzdzTkQzN3lNT1RfXzh3bjF5REhULS1QaERpOA?oc=5
LOW,in 'others' with no sector identified,,2026-08-23,others,Not identified,,,"Candidate going to appear for UPSSSC exam dies in accident, companion injured - Hindustan",https://news.google.com/rss/articles/CBMi0AFBVV95cUxQOGE4YkUtdkg0ZFk5RUhHaGducUFvNGdjS21PXzNIVFJyR0U5TDE3Uml5bEN4a2NuOS1HYjd2UFA2RVpRWGZnTElfY3poUVhuajJLSUpJMHlWVTVtNl9hMWk0OFByU083Q3BzOUREcGUwNE10YVN3WlB0WEhSbjl3bkt4WUZhUVd3US1pMjNIcndSQndsWGV5Rk1yVzVzdXF5N3RzdGxETUthUU5tSWl5Q0R5d3hrZVVOekEwVjUzZUQ4Tjc5eEd1R2hiUGZEYUVj0gHWAUFVX3lxTFBRZnhJR0Znbzl1ZVVTUEZJVVBoOEFid2lZNTBHYmd0V0FBR2tIenpLcWR1YWYtbzhSSjZzVmZqbHBMU2JaTGNBQ0dTNFduMVdNNlFSdGZnVUh1SUlweFJGdE83SVo3UzRCNFAtU3JMYXZ4c25YaXpYOW1HWnFtX2N4MmVKZ1dTRXFGUldBS1k2QjBabW4yamlUZk9XY1FTVk93RU12N3VLc2psMXhkektkMzZTcjVXd2FUZmg5MEhxUC1XLWxJYnk5TnI1cU5XQ3NwWmZqU1E?oc=5
LOW,in 'others' with no sector identified,,2026-08-24,others,Not identified,1,,"The child who went with his mother to the farm fell into a well, died",https://www.bhaskar.com/local/rajasthan/ajmer/masuda/news/a-boy-who-went-to-the-farm-with-his-mother-fell-into-a-well-and-died-dbp-138815547.html
LOW,in 'others' with no sector identified,,2026-08-24,others,Kasganj,4,1,Kasganj News: Woman injured in accident dies during treatment - Amar Ujala,https://news.google.com/rss/articles/CBMi2gFBVV95cUxPcnlOMkt3NnNqYndEUTNweWNsWldlTFBsUzBWbFZOUTluaFVxdnFzRGVZMTk1UGdVSktTZlVDX2hwZ0RUVUJsQXZHSy0zUlE0YlNfUFdIQ004MGl5VnRYdUNuU2I1OGRIVFFBUmdLTVBOaWcwZ181alYwb0swQktXS2JUbWhuQUdlWlBfWHpFOUdfaTBtdjlTS05JaDl1S18tQzFaa2hyS1huMkN5bDY0cEpsNDZqNnBJWlQ5VktwWjJhQ2IwUGdXdHQ0OUpwOVQ0OTl6SHVDakJyd9IB3wFBVV95cUxOc3pHMl9qZlFseDVNUkkzR0h0amt5T0VVN0trQlBCanJzY2xGR0YwYVc1d0VONUFaQkVXc2NLOU5GbVEwUEZoVzVLQmJSYVZicXBfSFRFS3Ywa05SbDFpT3J6eTNQUGkwWGRZLWs4N1JDcGhOM2RRMG1mVVh3SXhzRkI0bnAtTFpQMDhjTWRZLUZPUmZVMnpEY2ZLQVFDaVZyNFBKbzlZQmtxS3RkY2djWERUWE0teTR1U3Z6RVplMy13dlpyYmZWcmhreGJ3QnBiTTlnWDBxMmZ6RV85V2o4?oc=5
LOW,in 'others' with no sector identified,,2026-08-24,others,Kannad,,,Kannad Ghat ST Accident: Concern of ST in Kannad Ghat - LatestLY,https://news.google.com/rss/articles/CBMirAFBVV95cUxNQk43ZGI4MEt2X3A1WkZ6cER1cl9LRlh6Y0Mwdm0wX0pyQTdWSzFBQ3FVQ2lzU200c2FMaFR4WXRiejhqU3ExNHowRDZKbnlOZ05rX1ZkWDNzT1pqMnlzVGJOQ21veUpvLXJpb0tkQXZjZ19nYkwycGxpS3NoaUF4ZFNNZVBiRXBRNEpiXzFOeFN4emRnNkxwRmR2N016UVhUeDlIQ0hxRWNvWEpH0gGyAUFVX3lxTE1kM3pNYUlWSld2M0hyaUk4QktUekJUVGxfVWEyb1VZTVUwci1MYzJjbkJHbmZLazE5eE05dmtObDduTjVfY1RUOTZycUR2dmhHcUt3Y3ZJd2VKYVZQQnJsUG9QaWpyRVhld0pNSWN6MUhySmxXRFl4RmtTbmlWc3ZUa1BQQm9CUHhTMWVkVHBWV2VDcWtMVzJBMEd3XzZHV21ScjR3ZFZwMEVseEo2cVROZnc?oc=5
LOW,in 'others' with no sector identified,,2026-08-24,others,Gurugram,,,One Hour Of Rain Exposes Gurugram's Civic Infrastructure Again,https://www.ndtv.com/gurgaon-news/one-hour-of-rain-exposes-gurugrams-civic-infrastructure-again-11951459#publisher=newsstand
LOW,in 'others' with no sector identified,,2026-08-24,others,Not identified,,,"WFH Advisory For Offices, Online Classes For Schools In Rain-Hit Gurugram",https://www.ndtv.com/india-news/wfh-advisory-for-offices-online-classes-for-schools-in-rain-hit-gurugram-11951607#publisher=newsstand
LOW,in 'others' with no sector identified,,2026-08-24,others,Not identified,,,A fatal accident for school children - Disha daily,https://news.google.com/rss/articles/CBMinAFBVV95cUxOdkt3UzhubEVmRWdvYXhmRTFRT3dweUFHR0lZekt2V0x1dVpwTVVKWFJ1RjlReXEtZTc5M1BoR0FCU2F6WnBaSkRsWTIzOFZSQzhiMV80NF92LU5oT1d2djU3ZldpNk1VcXJrVGRjM0lLQ2hRSGttQ1I2M3FPMUpaVzF0a1BXTnpXNWFyNmM1UWZnUXdxc1BBTEd5OVM?oc=5
